2025-11-07 16:55:51 [INFO]: Audit Event | {"service":"voting-system","auditEvent":"CACHE_SET","details":{"key":"positions:all","size":62},"category":"AUDIT"}
2025-11-07 17:08:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:08:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:46 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:08:46 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:08:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:08:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:09:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:45 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:09:45 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:09:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:09:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:10:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:46 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:10:46 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:10:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:10:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:11:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:45 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:11:45 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:11:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:11:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:12:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:46 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:12:46 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:12:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:12:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:13:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:46 [INFO]: Statistics Generated | {"service":"voting-system","stats":{"totalVoters":11,"totalVotesCast":12,"voterTurnout":54.55,"positionsWithStats":[{"positionId":5,"positionName":"President","totalCandidates":4,"totalVotes":24,"voterTurnout":54.55,"candidates":[{"candidateId":3,"candidateName":"TIE: Alice Johnson","manifesto":"Experienced leader focused on student welfare and academic excellence.","voteCount":2,"votePercentage":33.33},{"candidateId":4,"candidateName":"TIE: Bob Smith","manifesto":"Tech-savvy innovator dedicated to modernizing club operations.","voteCount":2,"votePercentage":33.33},{"candidateId":5,"candidateName":"Carol Williams","manifesto":"Community organizer with strong communication skills.","voteCount":1,"votePercentage":16.67},{"candidateId":9,"candidateName":"Yohane Maluwa","manifesto":"Inetu ndichitenga ichi.","voteCount":1,"votePercentage":16.67}]},{"positionId":6,"positionName":"Vice President","totalCandidates":3,"totalVotes":18,"voterTurnout":54.55,"candidates":[{"candidateId":6,"candidateName":"TIE: David Brown","manifesto":"Detail-oriented organizer with project management expertise.","voteCount":2,"votePercentage":33.33},{"candidateId":7,"candidateName":"TIE: Emma Davis","manifesto":"Creative thinker focused on event planning and member engagement.","voteCount":2,"votePercentage":33.33},{"candidateId":8,"candidateName":"TIE: Frank Wilson","manifesto":"Analytical problem-solver with financial management skills.","voteCount":2,"votePercentage":33.33}]}],"overallStats":{"totalPositions":2,"totalCandidates":7,"averageVotesPerPosition":6,"mostVotedPosition":"TIE: President & Vice President","leastVotedPosition":"TIE: President & Vice President"}},"category":"STATS"}
2025-11-07 17:13:46 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_STATS","target":"overall","details":{"totalVoters":11,"totalVotes":12},"category":"ADMIN"}
2025-11-07 17:13:49 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:54 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:13:59 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:03 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:04 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:09 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:14 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:19 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:24 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:29 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:33 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:34 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:39 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
2025-11-07 17:14:39 [INFO]: Admin Action | {"service":"voting-system","adminId":1,"action":"VIEW_TRENDS","target":"voting_trends","category":"ADMIN"}
2025-11-07 17:14:44 [WARN]: Security Event | {"service":"voting-system","event":"ADMIN_ACCESS_DENIED","details":{"reason":"no_token"},"severity":"medium","category":"SECURITY"}
